,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
1062599,Pot Holes Reported,Pot Hole in Street,49261,,,,,,59.0,2013-04-09T00:00:00,2013-04-09T00:00:00,Final Outcome,,,,,41.826488980118725,"{'longitude': '-87.66562373187291', 'needs_recoding': False, 'latitude': '41.826488980118725'}",,-87.6656237318729,Pothole Patched,5.0,9.0,13-00401987,,,Completed,3710 S ASHLAND AVE,,11.0,,1166272.34142095,1880204.0297827,60609.0
1264669,Pot Holes Reported,Pothole in Street,1331,,,,,,6.0,2015-04-29T00:00:00,2014-07-16T00:00:00,,,,,,41.93781739850992,"{'longitude': '-87.66476082327662', 'needs_recoding': False, 'latitude': '41.937817398509914'}",,-87.66476082327664,,,19.0,14-01130341,,27.0,Completed - Dup,1423 W BARRY AVE,,32.0,,1166274.15618824,1920682.15192372,60657.0
1481728,Sanitation Code Complaints,Overflowing carts,10948,,,,,,71.0,2016-10-17T00:00:00,2016-09-19T00:00:00,,,,,,41.735234743267796,"{'longitude': '-87.67065667896811', 'needs_recoding': False, 'latitude': '41.735234743267796'}",,-87.6706566789681,,,22.0,16-06627189,,,Completed,8724 S WINCHESTER AVE,Sanitation Code Violation,21.0,,1165119.17019529,1846807.03650144,60620.0
590105,Graffiti Removal,Front,40105,,,,,,22.0,2015-01-27T00:00:00,2015-01-26T00:00:00,,,,,,41.93044517840501,"{'longitude': '-87.70747690954111', 'needs_recoding': False, 'latitude': '41.93044517840501'}",,-87.70747690954111,,,14.0,15-00144274,,,Completed,2605 N EMMETT ST,Graffiti Removal,35.0,Brick - Painted,1154557.80131523,1917808.78231893,60647.0
606628,Graffiti Removal,Front,6628,,,,,,65.0,2015-03-20T00:00:00,2015-03-20T00:00:00,,,,,,41.78232793502592,"{'longitude': '-87.71387805467567', 'needs_recoding': False, 'latitude': '41.78232793502592'}",,-87.71387805467567,,,8.0,15-00837797,,,Completed,3615 W 61ST ST,Graffiti Removal,13.0,Brick - Painted,1153273.01337357,1863922.99750418,60629.0
599290,Graffiti Removal,Front,49290,,,,,,66.0,2015-03-03T00:00:00,2015-03-03T00:00:00,,,,,,41.77373585978573,"{'longitude': '-87.6918872149055', 'needs_recoding': False, 'latitude': '41.773735859785724'}",,-87.69188721490549,,,8.0,15-00509392,,,Completed,6559 S FAIRFIELD AVE,Graffiti Removal,15.0,Metal - Painted,1159173.79161552,1861023.33016825,60629.0
1032369,Pot Holes Reported,Pot Hole in Street,19031,,,,,,2.0,2011-08-09T00:00:00,2011-07-22T00:00:00,Dispatch Crew,,,,,41.98324120355146,"{'longitude': '-87.69679367584938', 'needs_recoding': False, 'latitude': '41.98324120355145'}",,-87.69679367584938,Pothole Patched,2.0,20.0,11-03440819,,,Completed,2700 W BRYN MAWR AVE,,40.0,,1157332.49021773,1937086.35571323,60659.0
1359925,Pot Holes Reported,Pothole in Street,46587,,,,,,66.0,2017-02-21T00:00:00,2017-02-16T00:00:00,,,,,,41.78607466959487,"{'longitude': '-87.70470435211902', 'needs_recoding': False, 'latitude': '41.78607466959487'}",,-87.70470435211901,,,8.0,17-00863894,,59.0,Completed - Dup,5902 S SAWYER AVE,,23.0,,1155727.95768972,1865305.56543443,60629.0
1134084,Pot Holes Reported,Pot Hole in Street,20746,,,,,,13.0,2014-03-13T00:00:00,2014-03-07T00:00:00,Final Outcome,,,,,41.98311718439406,"{'longitude': '-87.71380490582516', 'needs_recoding': False, 'latitude': '41.98311718439406'}",,-87.71380490582516,Pothole Patched,17.0,17.0,14-00325409,,,Completed,3400 W BRYN MAWR AVE,,39.0,,1152708.05623439,1937007.38251531,60659.0
1032732,Pot Holes Reported,Pot Hole in Street,19394,,,,,,75.0,2011-07-25T00:00:00,2011-07-25T00:00:00,Dispatch Crew,,,,,41.69207086882711,"{'longitude': '-87.65873985739503', 'needs_recoding': False, 'latitude': '41.69207086882711'}",,-87.65873985739503,Pothole Patched,2.0,22.0,11-03456543,,,Completed,11100 S BISHOP ST,,34.0,,1168533.94097783,1831137.35448258,60643.0
407403,Graffiti Removal,Side,7403,,,,,,21.0,2013-10-04T00:00:00,2013-08-19T00:00:00,,,,,,41.93803614075725,"{'longitude': '-87.72978361156746', 'needs_recoding': False, 'latitude': '41.93803614075725'}",,-87.72978361156746,,,25.0,13-01182921,,,Completed,4101 W FLETCHER ST,Graffiti Removal,31.0,Brick - Unpainted,1148497.19127815,1920629.21000919,60641.0
271259,Graffiti Removal,Pole,21259,,,,,,70.0,2012-11-02T00:00:00,2012-10-12T00:00:00,,,,,,41.750054933649984,"{'longitude': '-87.68299220290213', 'needs_recoding': False, 'latitude': '41.750054933649984'}",,-87.68299220290213,,,8.0,12-01745555,,,Completed,7900 S WESTERN AVE,Graffiti Removal,18.0,Metal - Painted,1161750.96388702,1852199.43519184,60620.0
720868,Graffiti Removal,Pole,20868,,,,,,21.0,2016-02-09T00:00:00,2016-02-09T00:00:00,,,,,,41.93879627978156,"{'longitude': '-87.71231957066762', 'needs_recoding': False, 'latitude': '41.93879627978156'}",,-87.71231957066763,,,14.0,16-00803224,,,Completed - Dup,3145 N KIMBALL AVE,Graffiti Removal,35.0,Metal - Painted,1153175.10769011,1920713.92791355,60618.0
983282,Pot Holes Reported,Pot Hole in Street,19944,,,,,,71.0,2011-04-04T00:00:00,2011-03-27T00:00:00,Dispatch Crew,,,,,41.73327373449364,"{'longitude': '-87.66527694968298', 'needs_recoding': False, 'latitude': '41.73327373449365'}",,-87.66527694968298,Pothole Patched,4.0,22.0,11-00494619,,,Completed,8821 S PAULINA ST,,21.0,,1166550.07111871,1846202.54040023,60620.0
832041,Graffiti Removal,Sign,32041,,,,,,66.0,2017-01-13T00:00:00,2017-01-13T00:00:00,,,,,,41.7607071076429,"{'longitude': '-87.71213189820722', 'needs_recoding': False, 'latitude': '41.7607071076429'}",,-87.71213189820723,,,8.0,17-00221447,,,Completed,3552 W 73RD ST,Graffiti Removal,17.0,Metal - Unpainted,1153987.47880176,1855971.68996668,60629.0
299543,Graffiti Removal,Side,49543,,,,,,62.0,2012-11-20T00:00:00,2012-11-19T00:00:00,,,,,,41.79547857377413,"{'longitude': '-87.72307913492409', 'needs_recoding': False, 'latitude': '41.79547857377413'}",,-87.72307913492409,,,8.0,12-01910404,,,Completed,5347 S PULASKI RD,Graffiti Removal,23.0,Brick - Unpainted,1150610.08809149,1868841.36999021,60632.0
421585,Graffiti Removal,Front,21585,,,,,,22.0,2013-11-05T00:00:00,2013-09-06T00:00:00,,,,,,41.92142897877327,"{'longitude': '-87.70725919254075', 'needs_recoding': False, 'latitude': '41.92142897877327'}",,-87.70725919254075,,,14.0,13-01298567,,,Completed,2208 N KEDZIE BLVD,Graffiti Removal,26.0,Brick - Unpainted,1154674.94428589,1914572.73840603,60647.0
573867,Graffiti Removal,Front,23867,,,,,,58.0,2014-12-08T00:00:00,2014-12-05T00:00:00,,,,,,41.81911576773381,"{'longitude': '-87.69628503629417', 'needs_recoding': False, 'latitude': '41.81911576773381'}",,-87.69628503629417,,,9.0,14-02090799,,39.0,Completed,4100 S ARCHER AVE,Graffiti Removal,14.0,Brick - Unpainted,1157934.3899879998,1877298.36001775,60632.0
768420,Graffiti Removal,Garage,18420,,,,,,59.0,2016-06-27T00:00:00,2016-06-27T00:00:00,,,,,,41.83283998524126,"{'longitude': '-87.68253210837372', 'needs_recoding': False, 'latitude': '41.83283998524126'}",,-87.68253210837372,,,9.0,16-04489990,,,Completed,3337 S OAKLEY AVE,Graffiti Removal,25.0,Aluminum Siding,1161563.9881946999,1882503.8977715,60608.0
1400779,Sanitation Code Complaints,Other,29999,,,,,,70.0,2012-09-07T00:00:00,2012-08-30T00:00:00,,,,,,41.74928272779504,"{'longitude': '-87.6987142697609', 'needs_recoding': False, 'latitude': '41.74928272779504'}",,-87.69871426976091,,,8.0,12-01545348,,,Completed,7927 S WHIPPLE ST,Sanitation Code Violation,18.0,,1157423.42006866,1851868.26603297,60652.0
1463940,Sanitation Code Complaints,Standing water,43160,,,,,,31.0,2015-12-23T00:00:00,2015-12-23T00:00:00,,,,,,41.837873869143756,"{'longitude': '-87.68501865529888', 'needs_recoding': False, 'latitude': '41.837873869143756'}",,-87.68501865529888,,,9.0,15-06896821,,,Completed,3114 S WESTERN AVE,Sanitation Code Violation,25.0,,1160917.21688199,1884178.14901723,60608.0
1035566,Pot Holes Reported,Pot Hole in Street,22228,,,,,,24.0,2011-08-17T00:00:00,2011-08-05T00:00:00,Dispatch Crew,,,,,41.891870099964216,"{'longitude': '-87.68780977874934', 'needs_recoding': False, 'latitude': '41.89187009996422'}",,-87.68780977874935,Pothole Patched,12.0,13.0,11-03541825,,,Completed,555 N ARTESIAN AVE,,26.0,,1159972.12988677,1903729.1232721,60612.0
329623,Graffiti Removal,Side,29623,,,,,,6.0,2013-04-05T00:00:00,2013-04-02T00:00:00,,,,,,41.93289547327097,"{'longitude': '-87.65939529362014', 'needs_recoding': False, 'latitude': '41.93289547327097'}",,-87.65939529362015,,,19.0,13-00370235,,27.0,Completed - Dup,2816 N LINCOLN AVE,Graffiti Removal,32.0,Brick - Unpainted,1167704.8546288,1918839.53577714,60657.0
658768,Graffiti Removal,Side,8768,,,,,,61.0,2015-08-10T00:00:00,2015-08-10T00:00:00,,,,,,41.80717398497036,"{'longitude': '-87.64420097915028', 'needs_recoding': False, 'latitude': '41.80717398497036'}",,-87.64420097915027,,,9.0,15-03976615,,,Completed,726 W 48TH ST,Graffiti Removal,11.0,Brick - Unpainted,1172266.69213145,1873042.37220587,60609.0
735393,Graffiti Removal,Front,35393,,,,,,63.0,2016-03-24T00:00:00,2016-03-24T00:00:00,,,,,,41.80294400232204,"{'longitude': '-87.69276366830734', 'needs_recoding': False, 'latitude': '41.802944002322036'}",,-87.69276366830734,,,9.0,16-01986176,,,Completed,2730 W 50TH ST,Graffiti Removal,14.0,Brick - Painted,1158897.02999042,1871393.79207965,60632.0
922405,Pot Holes Reported,Pot Hole in Street,9067,,,,,,43.0,2012-01-18T00:00:00,2012-01-18T00:00:00,Dispatch Crew,,,,,41.764480766610475,"{'longitude': '-87.57249283454465', 'needs_recoding': False, 'latitude': '41.76448076661048'}",,-87.57249283454466,Pothole Patched,4.0,3.0,12-00078375,,42.0,Completed,2132 E 72ND ST,,5.0,,1191802.17999464,1857645.22168064,60649.0
828266,Graffiti Removal,Front,28266,,,,,,4.0,2016-12-29T00:00:00,2016-12-28T00:00:00,,,,,,41.9689058016781,"{'longitude': '-87.67613519840246', 'needs_recoding': False, 'latitude': '41.968905801678105'}",,-87.67613519840246,,,20.0,16-08508367,,31.0,Completed,1838 W LAWRENCE AVE,Graffiti Removal,47.0,Metal - Painted,1163200.18002815,1931910.38999388,60640.0
919803,Pot Holes Reported,Pot Hole in Street,6465,,,,,,56.0,2011-01-20T00:00:00,2011-01-12T00:00:00,Dispatch Crew,,,,,41.79185628320908,"{'longitude': '-87.79986382761847', 'needs_recoding': False, 'latitude': '41.79185628320908'}",,-87.79986382761847,Pothole Patched,15.0,8.0,11-00058556,,,Completed,7121 W ARCHER AVE,,23.0,,1129729.30597851,1867234.65527005,60638.0
400328,Graffiti Removal,Front,328,,,,,,24.0,2013-09-20T00:00:00,2013-09-20T00:00:00,,,,,,41.91005984345996,"{'longitude': '-87.6771912342113', 'needs_recoding': False, 'latitude': '41.910059843459955'}",,-87.67719123421129,,,14.0,13-01393465,,33.0,Completed,1576 N MILWAUKEE AVE,Graffiti Removal,1.0,Other / Unknown Surface,1162888.31848325,1910522.24219595,60622.0
1375876,Sanitation Code Complaints,,5096,,,,,,56.0,2012-02-22T00:00:00,2012-02-21T00:00:00,,,,,,41.794887874758174,"{'longitude': '-87.76640804050163', 'needs_recoding': False, 'latitude': '41.794887874758174'}",,-87.76640804050163,,,8.0,12-00280697,,,Completed,5419 S MASSASOIT AVE,Sanitation Code Violation,23.0,,1138841.67997677,1868357.40997697,60638.0
607080,Graffiti Removal,Side,7080,,,,,,21.0,2015-03-20T00:00:00,2015-03-19T00:00:00,,,,,,41.93904136797678,"{'longitude': '-87.70012177877666', 'needs_recoding': False, 'latitude': '41.93904136797678'}",,-87.70012177877666,,,14.0,15-00823724,,,Completed,3149 N FRANCISCO AVE,Graffiti Removal,33.0,Brick - Unpainted,1156493.28828244,1920894.48671431,60618.0
734315,Graffiti Removal,Side,34315,,,,,,58.0,2016-03-21T00:00:00,2016-03-21T00:00:00,,,,,,41.82212981055657,"{'longitude': '-87.68739913333579', 'needs_recoding': False, 'latitude': '41.82212981055657'}",,-87.6873991333358,,,9.0,16-01900092,,,Completed,2500 W 39TH PL,Graffiti Removal,12.0,Brick - Unpainted,1160346.16162561,1878397.29000213,60632.0
378045,Graffiti Removal,Newspaper Box,28045,,,,,,23.0,2013-07-31T00:00:00,2013-07-26T00:00:00,,,,,,41.90970111102492,"{'longitude': '-87.72623524300425', 'needs_recoding': False, 'latitude': '41.909701111024916'}",,-87.72623524300424,,,25.0,13-01034675,,,Completed,1555 N PULASKI RD,Graffiti Removal,30.0,Metal - Painted,1149459.76650178,1910044.01718972,60651.0
1283791,Pot Holes Reported,Pothole in Street,20453,,,,,,25.0,2015-09-14T00:00:00,2015-07-09T00:00:00,,,,,,41.9051237491193,"{'longitude': '-87.74617352575585', 'needs_recoding': False, 'latitude': '41.9051237491193'}",,-87.74617352575585,,,25.0,15-03306172,,,Completed - Dup,1334 N CICERO AVE,,37.0,,1144124.82188752,1908562.90998897,60651.0
1217074,Pot Holes Reported,Pothole in Street,3736,,,,,,7.0,2014-10-15T00:00:00,2014-08-06T00:00:00,Final Outcome,,,,,41.9192330578299,"{'longitude': '-87.6593285601001', 'needs_recoding': False, 'latitude': '41.9192330578299'}",,-87.65932856010009,No Such Address Found,0.0,18.0,14-01281158,,,Completed,2039 N MAGNOLIA AVE,,43.0,,1167608.30088948,1913740.94523058,60614.0
716043,Graffiti Removal,Garbage Cart,16043,,,,,,14.0,2016-01-27T00:00:00,2016-01-27T00:00:00,,,,,,41.96654620161856,"{'longitude': '-87.70504326405249', 'needs_recoding': False, 'latitude': '41.96654620161856'}",,-87.70504326405249,,,17.0,16-00525103,,60.0,Completed,3037 W LELAND AVE,Graffiti Removal,33.0,Other / Unknown Surface,1155163.6096896,1931066.5149082001,60625.0
57855,Graffiti Removal,Garage,7855,,,,,,15.0,2011-02-24T00:00:00,2011-02-18T00:00:00,,,,,,41.95051734983272,"{'longitude': '-87.75078778053843', 'needs_recoding': False, 'latitude': '41.950517349832715'}",,-87.75078778053845,,,16.0,11-00289539,,,Completed,4925 W BERENICE AVE,Graffiti Removal,45.0,Other / Unknown Surface,1142824.83502756,1925139.34060014,60641.0
1447234,Sanitation Code Complaints,Other,26454,,,,,,7.0,2015-02-26T00:00:00,2015-02-24T00:00:00,,,,,,41.91827798250292,"{'longitude': '-87.64183105203445', 'needs_recoding': False, 'latitude': '41.91827798250292'}",,-87.64183105203445,,,18.0,15-00404483,,,Completed,515 W ARMITAGE AVE,Sanitation Code Violation,43.0,,1172449.93453024,1913569.1153238,60614.0
186847,Graffiti Removal,Front,36847,,,,,,52.0,2012-07-02T00:00:00,2012-06-26T00:00:00,,,,,,41.701092831260254,"{'longitude': '-87.54148171715131', 'needs_recoding': False, 'latitude': '41.70109283126025'}",,-87.54148171715131,,,4.0,12-01149327,,,Completed - Dup,10656 S GREEN BAY AVE,Graffiti Removal,10.0,Metal,1200527.54812349,1834898.86677468,60617.0
1183750,Pot Holes Reported,Pothole in Street,20412,,,,,,33.0,2014-06-24T00:00:00,2014-05-06T00:00:00,,,,,,41.86183543419782,"{'longitude': '-87.62787285620472', 'needs_recoding': False, 'latitude': '41.86183543419782'}",,-87.62787285620472,,0.0,1.0,14-00654592,,,Completed - Dup,15 W 15TH ST,,3.0,,1176436.57029376,1893073.0628814998,60605.0
584830,Graffiti Removal,Door,34830,,,,,,15.0,2015-01-13T00:00:00,2015-01-13T00:00:00,,,,,,41.9388783375016,"{'longitude': '-87.75140894628723', 'needs_recoding': False, 'latitude': '41.9388783375016'}",,-87.75140894628723,,,16.0,15-00060323,,,Completed,4950 W BELMONT AVE,Graffiti Removal,30.0,Metal - Painted,1142757.16847546,1920818.85549015,60641.0
30346,Graffiti Removal,Front,30346,,,,,,21.0,2012-01-31T00:00:00,2012-01-26T00:00:00,,,,,,41.93761233169277,"{'longitude': '-87.71228784819819', 'needs_recoding': False, 'latitude': '41.937612331692776'}",,-87.71228784819819,,,14.0,12-00112319,,,Completed,3103 N KIMBALL AVE,Graffiti Removal,35.0,Wood - Painted,1153184.20769011,1920433.12791355,60618.0
344647,Graffiti Removal,Traffic Control Box,44647,,,,,,41.0,2013-05-08T00:00:00,2013-05-08T00:00:00,,,,,,41.79786267670681,"{'longitude': '-87.59360380093138', 'needs_recoding': False, 'latitude': '41.797862676706806'}",,-87.59360380093138,,,2.0,13-00548225,,,Completed,5400 S KENWOOD AVE,Graffiti Removal,4.0,Other / Unknown Surface,1185997.74349664,1869852.2664183998,60615.0
492781,Graffiti Removal,Garage,42781,,,,,,13.0,2014-05-02T00:00:00,2014-05-01T00:00:00,,,,,,41.982119316706665,"{'longitude': '-87.71020079033515', 'needs_recoding': False, 'latitude': '41.982119316706665'}",,-87.71020079033516,,,17.0,14-00634826,,,Completed,5528 N SAWYER AVE,Graffiti Removal,40.0,Metal - Painted,1153716.68243415,1936558.33367523,60625.0
36259,Graffiti Removal,Alley,36259,,,,,,2.0,2012-02-01T00:00:00,2012-01-31T00:00:00,,,,,,42.019412288857936,"{'longitude': '-87.68856725302146', 'needs_recoding': False, 'latitude': '42.01941228885794'}",,-87.68856725302145,,,24.0,12-00133440,,,Completed,2319 W HOWARD ST,Graffiti Removal,49.0,Metal,1159441.46001118,1950363.9584838,60645.0
1463271,Sanitation Code Complaints,Garbage in alley,42491,,,,,,6.0,2015-12-02T00:00:00,2015-11-30T00:00:00,,,,,,41.93973006857751,"{'longitude': '-87.66624225680958', 'needs_recoding': False, 'latitude': '41.939730068577504'}",,-87.66624225680958,,,19.0,15-06453715,,,Completed,1500 W BELMONT AVE,Sanitation Code Violation,44.0,,1165745.30401484,1921333.67267422,60657.0
113462,Graffiti Removal,Garage,13462,,,,,,15.0,2012-04-18T00:00:00,2012-03-29T00:00:00,,,,,,41.94463629840367,"{'longitude': '-87.76410726174748', 'needs_recoding': False, 'latitude': '41.944636298403665'}",,-87.7641072617475,,,16.0,12-00691056,,,Completed,3517 N LINDER AVE,Graffiti Removal,38.0,Aluminum Siding,1139067.53808572,1922922.23823237,60641.0
457873,Graffiti Removal,Front,7873,,,,,,15.0,2014-02-20T00:00:00,2014-02-20T00:00:00,,,,,,41.958046482788895,"{'longitude': '-87.76701488478156', 'needs_recoding': False, 'latitude': '41.9580464827889'}",,-87.76701488478157,,,16.0,14-00237909,,,Completed,4241 N CENTRAL AVE,Graffiti Removal,38.0,Other / Unknown Surface,1138245.68010296,1927754.08999666,60634.0
438946,Graffiti Removal,Front,38946,,,,,,56.0,2013-12-17T00:00:00,2013-12-17T00:00:00,,,,,,41.80018308981581,"{'longitude': '-87.74280941209145', 'needs_recoding': False, 'latitude': '41.80018308981581'}",,-87.74280941209145,,,8.0,13-01862630,,,Completed,5103 S CICERO AVE,Graffiti Removal,23.0,Other / Unknown Surface,1145222.56478353,1870370.20420231,60632.0
811475,Graffiti Removal,Sign,11475,,,,,,61.0,2016-11-02T00:00:00,2016-11-02T00:00:00,,,,,,41.81806895174133,"{'longitude': '-87.63832372952137', 'needs_recoding': False, 'latitude': '41.818068951741324'}",,-87.63832372952137,,,9.0,16-07583252,,,Completed,4201 S NORMAL AVE,Graffiti Removal,11.0,Metal - Unpainted,1173660.01130378,1877065.54133038,60609.0
1194838,Pot Holes Reported,Pothole in Street,31500,,,,,,56.0,2014-07-23T00:00:00,2014-05-13T00:00:00,Final Outcome,,,,,41.79967598070363,"{'longitude': '-87.74064192791337', 'needs_recoding': False, 'latitude': '41.79967598070363'}",,-87.74064192791337,Pothole Patched,3.0,8.0,14-00702916,,,Completed,5120 S KILPATRICK AVE,,23.0,,1145894.3556336001,1870196.78432876,60632.0
1267892,Pot Holes Reported,Pothole in Street,4554,,,,,,10.0,2015-05-01T00:00:00,2015-05-01T00:00:00,Final Outcome,,,,,41.99538600528891,"{'longitude': '-87.78589955816024', 'needs_recoding': False, 'latitude': '41.995386005288914'}",,-87.78589955816022,Pothole Patched,17.0,16.0,15-01722703,,,Completed,6300 N MOBILE AVE,,45.0,,1133062.80718484,1941336.65801535,60646.0
1277271,Pot Holes Reported,Pothole in Street,13933,,,,,,9.0,2015-07-07T00:00:00,2015-07-03T00:00:00,Final Outcome,,,,,42.00123340979409,"{'longitude': '-87.8212161216084', 'needs_recoding': False, 'latitude': '42.001233409794104'}",,-87.82121612160842,Pothole Patched,7.0,16.0,15-03174244,,,Completed,6623 N OZANAM AVE,,41.0,,1123407.40996791,1943457.33003343,60631.0
122680,Graffiti Removal,Pole,22680,,,,,,28.0,2011-04-08T00:00:00,2011-04-07T00:00:00,,,,,,41.87819911274335,"{'longitude': '-87.6571782796469', 'needs_recoding': False, 'latitude': '41.87819911274335'}",,-87.65717827964691,,,12.0,11-00695916,,,Completed,228 S RACINE AVE,Graffiti Removal,27.0,Metal,1168427.88998507,1898941.0799823997,60607.0
923184,Pot Holes Reported,Pot Hole in Street,9846,,,,,,7.0,2011-01-20T00:00:00,2011-01-20T00:00:00,Dispatch Crew,,,,,41.91821156821357,"{'longitude': '-87.65230182150627', 'needs_recoding': False, 'latitude': '41.91821156821357'}",,-87.65230182150627,Pothole Patched,18.0,18.0,11-00092378,,,Completed,2000 N BISSELL ST,,43.0,,1169641.3865018,1913490.22171684,60614.0
215392,Graffiti Removal,Rear,15392,,,,,,16.0,2011-08-01T00:00:00,2011-08-01T00:00:00,,,,,,41.95823044947753,"{'longitude': '-87.7021880622128', 'needs_recoding': False, 'latitude': '41.95823044947753'}",,-87.7021880622128,,,17.0,11-03501132,,,Completed - Dup,4220 N RICHMOND ST,Graffiti Removal,33.0,Brick - Unpainted,1155958.86176871,1927897.94843282,60618.0
691168,Graffiti Removal,Traffic Control Box,41168,,,,,,35.0,2015-11-05T00:00:00,2015-11-04T00:00:00,,,,,,41.839483661700896,"{'longitude': '-87.62695697991497', 'needs_recoding': False, 'latitude': '41.839483661700896'}",,-87.62695697991497,,,1.0,15-05946210,,,Completed,3000 S STATE ST,Graffiti Removal,3.0,Metal - Painted,1176774.1497004998,1884912.69979557,60616.0
1023336,Pot Holes Reported,Pot Hole in Street,9998,,,,,,53.0,2012-06-26T00:00:00,2012-06-20T00:00:00,Dispatch Crew,,,,,41.665083479152436,"{'longitude': '-87.6329849845518', 'needs_recoding': False, 'latitude': '41.66508347915244'}",,-87.6329849845518,WM Sewer Cave In Inspection Transfer Outcome,0.0,5.0,12-01115731,,,Completed,425 W 126TH ST,,9.0,,1175655.21972057,1821367.43443439,60628.0
1118861,Pot Holes Reported,Pot Hole in Street,5523,,,,,,67.0,2014-02-07T00:00:00,2014-02-07T00:00:00,Final Outcome,,,,,41.7757389337361,"{'longitude': '-87.66426410928975', 'needs_recoding': False, 'latitude': '41.7757389337361'}",,-87.66426410928975,Pothole Patched,47.0,7.0,14-00182008,,,Completed,6500 S ASHLAND AVE,,15.0,,1166787.90617376,1861614.54362213,60636.0
